UR	ŋan.ki.ɽi.ki.rim.pa.ji	Stress	Max	Dep	Ident(voice)	Ident(high)	Onset	Agree(LABIAL)	*Complex Onset	*Complex Coda	Align-L	Align-R	Ft-Bin	Trochaic	Align-Ft-L	Align-Ft-R	Leftmost	Nonfinality-syl-stress	*[+consonantal, -voice]	NoCoda	Agree(voice)	*CC	Parse	Rightmost	WSP	Nonfinality-syl-footing	Iambic	All-Ft-Right	All-Ft-Left
	ŋan.ki.ɽi.ki.rim.b͡da.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ɢi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ŋan.k̠͡x̠i.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋaŋ.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.g͡ba.ji	(p.n).n.(s.n).(s.n)	0	0	1!	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽe.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pəa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ɉi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rɛm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pɑː.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.ta.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽɯ.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.g͡bi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ŋan.kɪ.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋɨn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋaːn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽj.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	0	3	3	3	4	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.rim.ʔpa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	2	2	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pæː.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɾi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jiʔ	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jɛ	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	1	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.keː.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋan.ɡ͡ɣi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ɡ̠ʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riʔm.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	2	3	3	1	5	1	1	3	7	8
	ŋan.ki.ɽɘ.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kɘ.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kʔi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	2	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.iːi	(p.n).n.(s.n).(s.n)	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ɡ+i.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rɨm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ky.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.pi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.k̠͡x̠ʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽəi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ɉi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ŋaɳ.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ke.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.ʈa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jeː	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	1	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pɑ.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	1!	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	2	2	3	1	5	1	1	3	7	8
	ŋanə.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jʔi	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rɪːm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kiʔ.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	1	5	1	1	3	7	8
	ŋan.ɢi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋɘːn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.c͡çi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kiə.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ɡ+͡ɣ+an.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ʈi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽeː.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋəːn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ɡʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kæ.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ke.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rib.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.k͡pi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kiː.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2!	1	3	7	8
	ŋan.ki.ɽi.keː.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.əki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	1	5	2	1	3	7	8
	ŋan.ki.ɽi.k+͡x+i.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jɪ	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riəm.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.ɾim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽʔi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	3	1	5	1	1	3	7	8
	ɡ̠an.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.k.rim.pa.ji	(p.n).n.(s.n).(s.n)	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riɴ.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.j	(p.n).n.(s.n).(s.n)	1!	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.əki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kɰ.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	0	3	3	3	4	1	5	1	1	3	7	8
	ŋan.k͡pʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.x̠i.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.i.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	1!	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽiʔ.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.ræm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kj.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	0	3	3	3	4	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.rym.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.qʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jj	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	1!	1	0	1	0	0	0	0	0	0	3	3	2	3	1	5	2	1	3	7	8
	ŋan.xi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.p͡ɸʰa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.je	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	1	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.ka.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pɘ.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riːm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ɡ+͡ɣ+i.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ɡ+an.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kɪː.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2!	1	3	7	8
	ŋan.ki.ɽi.k̠ʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rəim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.i.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	1!	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.ʙim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.k̠a.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ɡ̠̠͡ɣ̠i.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pə.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rin.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ʈi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋɛn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riŋ+.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ɡan.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.ərim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rʔim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	3	3	1	5	1	1	3	7	8
	ŋan.k+ʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋam.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ɡ̠i.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.qʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.k͡pʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.p͡tʰa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rɘm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋen.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ɡ+ʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.ii	(p.n).n.(s.n).(s.n)	1!	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	nan.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.ʀim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽɨ.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kʔi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	2	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.cʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kɛ.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rem.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.i.rim.pa.ji	(p.n).n.(s.n).(s.n)	1!	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ɳan.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽɪː.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2!	1	3	7	8
	ŋan.ki.ɽi.ki.rim.p͡ɸa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riɳ.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.əpa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	1	5	1	1	3	7	8
	ŋan.k+͡x+i.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ʔi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.k̠ʰi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ɡ+͡ɣ+i.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ɴan.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	1	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.k͡xʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
